ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Cluster
GOMF_ATPASE_COUPLED_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ATPASE_COUPLED_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1/4	34/16462	0.0082366397249366	0.0265377853974104	0.00399064442066322	ATP8A1	1	13
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	1/4	35/16462	0.00847812094243683	0.0265377853974104	0.00399064442066322	SMPD4	1	13
GOBP_LIPID_TRANSLOCATION	GOBP_LIPID_TRANSLOCATION	1/4	36/16462	0.00871955805914915	0.0265377853974104	0.00399064442066322	ATP8A1	1	13
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	1/4	41/16462	0.00992608231880809	0.0273733786941467	0.00411629754799199	ATP8A1	1	13
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	1/4	42/16462	0.0101672549435402	0.0273733786941467	0.00411629754799199	SMPD4	1	13
GOCC_AZUROPHIL_GRANULE_MEMBRANE	GOCC_AZUROPHIL_GRANULE_MEMBRANE	1/4	42/16462	0.0101672549435402	0.0273733786941467	0.00411629754799199	ATP8A1	1	13
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	1/4	47/16462	0.0113724572264234	0.0284311430660586	0.00427535985955768	ATP8A1	1	13
GOMF_PHOSPHOLIPID_TRANSPORTER_ACTIVITY	GOMF_PHOSPHOLIPID_TRANSPORTER_ACTIVITY	1/4	47/16462	0.0113724572264234	0.0284311430660586	0.00427535985955768	ATP8A1	1	13
GOCC_SPECIFIC_GRANULE_MEMBRANE	GOCC_SPECIFIC_GRANULE_MEMBRANE	1/4	49/16462	0.0118542298473908	0.0286136582523227	0.00430280575222897	ATP8A1	1	13
GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS	GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS	1/4	51/16462	0.0123358263657843	0.0287835948534968	0.00432836012834538	SMPD4	1	13
GOBP_VASCULAR_TRANSPORT	GOBP_VASCULAR_TRANSPORT	1/4	61/16462	0.0147411689211302	0.031338814140116	0.00471260363009263	ATP8A1	1	13
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	1/4	62/16462	0.0149814613011264	0.031338814140116	0.00471260363009263	ATP8A1	1	13
GOMF_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	GOMF_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	1/4	62/16462	0.0149814613011264	0.031338814140116	0.00471260363009263	SMPD4	1	13
GOMF_PHOSPHOLIPASE_ACTIVITY	GOMF_PHOSPHOLIPASE_ACTIVITY	1/4	63/16462	0.0152217097251992	0.031338814140116	0.00471260363009263	SMPD4	1	13
GOBP_PHOSPHOLIPID_TRANSPORT	GOBP_PHOSPHOLIPID_TRANSPORT	1/4	69/16462	0.0166622774954324	0.0333245549908647	0.00501121127682176	ATP8A1	1	13
GOMF_ATPASE_COUPLED_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ATPASE_COUPLED_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1/4	75/16462	0.0181012642030728	0.0337797833693775	0.00507966667208685	ATP8A1	1	13
GOMF_LIPASE_ACTIVITY	GOMF_LIPASE_ACTIVITY	1/4	77/16462	0.0185805752917431	0.0337797833693775	0.00507966667208685	SMPD4	1	13
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION	GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION	1/4	78/16462	0.0188201650200818	0.0337797833693775	0.00507966667208685	SMPD4	1	13
GOBP_REGULATION_OF_LIPID_TRANSPORT	GOBP_REGULATION_OF_LIPID_TRANSPORT	1/4	78/16462	0.0188201650200818	0.0337797833693775	0.00507966667208685	ATP8A1	1	13
GOBP_CERAMIDE_METABOLIC_PROCESS	GOBP_CERAMIDE_METABOLIC_PROCESS	1/4	81/16462	0.0195386710053835	0.0341926742594212	0.00514175552773251	SMPD4	1	13
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	1/4	84/16462	0.020256782303569	0.0345588399496625	0.00519681803754323	SMPD4	1	13
GOCC_SPECIFIC_GRANULE	GOCC_SPECIFIC_GRANULE	1/4	86/16462	0.0207353039697975	0.0345588399496625	0.00519681803754323	ATP8A1	1	13
GOCC_SARCOLEMMA	GOCC_SARCOLEMMA	1/4	92/16462	0.0221698172832675	0.036090400228575	0.00542712785392105	SMPD4	1	13
GOBP_REGULATION_OF_LIPID_LOCALIZATION	GOBP_REGULATION_OF_LIPID_LOCALIZATION	1/4	96/16462	0.0231252835160597	0.0367902237755495	0.00553236447752624	ATP8A1	1	13
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	1/4	101/16462	0.0243186314357798	0.0378289822334353	0.00568856875690756	ATP8A1	1	13
GOMF_LIPID_TRANSPORTER_ACTIVITY	GOMF_LIPID_TRANSPORTER_ACTIVITY	1/4	106/16462	0.0255108856781333	0.0388209129884637	0.00583773127646071	ATP8A1	1	13
GOCC_AZUROPHIL_GRANULE	GOCC_AZUROPHIL_GRANULE	1/4	111/16462	0.0267020469115453	0.0397690060384717	0.00598030165992056	ATP8A1	1	13
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	1/4	117/16462	0.0281299985606778	0.0408651901345847	0.00614514137362175	SMPD4	1	13
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	1/4	119/16462	0.0286056330942093	0.0408651901345847	0.00614514137362175	SMPD4	1	13
GOBP_LEARNING	GOBP_LEARNING	1/4	125/16462	0.0300314892446443	0.0418715645771645	0.00629647587626533	ATP8A1	1	13
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	GOBP_SPHINGOLIPID_METABOLIC_PROCESS	1/4	127/16462	0.0305064256205055	0.0418715645771645	0.00629647587626533	SMPD4	1	13
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	1/4	138/16462	0.0331154588501305	0.0445785022982525	0.00670353418018835	SMPD4	1	13
GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1/4	141/16462	0.0338260985303156	0.0446759791909829	0.00671819235954629	ATP8A1	1	13
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	1/4	154/16462	0.0369010115171907	0.0478346445593213	0.00719317963298065	ATP8A1	1	13
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	1/4	164/16462	0.0392613302146981	0.0487947561365265	0.00733755731376338	SMPD4	1	13
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	1/4	164/16462	0.0392613302146981	0.0487947561365265	0.00733755731376338	SMPD4	1	13
GOMF_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1/4	166/16462	0.0397328728540287	0.0487947561365265	0.00733755731376338	ATP8A1	1	13
GOMF_MAGNESIUM_ION_BINDING	GOMF_MAGNESIUM_ION_BINDING	1/4	181/16462	0.0432639120722959	0.0522150662941502	0.00785188966829326	ATP8A1	1	13
GOCC_SECRETORY_GRANULE_MEMBRANE	GOCC_SECRETORY_GRANULE_MEMBRANE	1/4	187/16462	0.0446735975756347	0.0530025733948208	0.00797031178869486	ATP8A1	1	13
GOCC_OUTER_MEMBRANE	GOCC_OUTER_MEMBRANE	1/4	192/16462	0.0458471450165004	0.0534883358525839	0.00804335877482464	SMPD4	1	13
GOBP_LIPID_CATABOLIC_PROCESS	GOBP_LIPID_CATABOLIC_PROCESS	1/4	221/16462	0.0526324130923681	0.0603978510896027	0.00908238362249665	SMPD4	1	13
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1/4	237/16462	0.0563604822257801	0.0636328025129775	0.00956884248315451	SMPD4	1	13
GOBP_COGNITION	GOBP_COGNITION	1/4	242/16462	0.0575232441138344	0.0639147156820382	0.009611235440908	ATP8A1	1	13
GOCC_NUCLEAR_MEMBRANE	GOCC_NUCLEAR_MEMBRANE	1/4	254/16462	0.0603094882897934	0.0659635028169616	0.00991932373187392	SMPD4	1	13
GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1/4	273/16462	0.0647084015435873	0.069685970893094	0.0104790933673826	ATP8A1	1	13
GOBP_LIPID_LOCALIZATION	GOBP_LIPID_LOCALIZATION	1/4	281/16462	0.0665559475888556	0.0702428267621032	0.0105628310920456	ATP8A1	1	13
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	GOBP_GLYCEROLIPID_METABOLIC_PROCESS	1/4	288/16462	0.0681703038260109	0.0702428267621032	0.0105628310920456	SMPD4	1	13
GOCC_TRANSPORTER_COMPLEX	GOCC_TRANSPORTER_COMPLEX	1/4	291/16462	0.0688615293886394	0.0702428267621032	0.0105628310920456	ATP8A1	1	13
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	1/4	294/16462	0.0695523703197664	0.0702428267621032	0.0105628310920456	SMPD4	1	13
GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	1/4	297/16462	0.0702428267621032	0.0702428267621032	0.0105628310920456	SMPD4	1	13
GOCC_EXOCYTIC_VESICLE	GOCC_EXOCYTIC_VESICLE	38/723	188/16462	1.80537665792805e-15	9.40240163448928e-12	8.35034214203774e-12	PRRT2/APBA1/TH/NTF4/BSN/SYT2/SEPTIN8/RAB6A/CLCN3/STX12/SNCAIP/SYT5/DPYSL3/SYT11/RAB3D/SEPTIN5/SNAP91/RAB12/SNAP25/UNC13A/SYT1/MFF/SYP/RAB8B/SYN2/RAB3C/NCSTN/SYN1/SEMA4C/SYT13/BDNF/SV2A/CLCN4/SYT7/KIRREL3/SLC17A6/RAB3B/SCAMP1	38	Full_Network
GOBP_EXOCYTOSIS	GOBP_EXOCYTOSIS	41/723	267/16462	2.22507074777502e-12	5.76793547259569e-09	5.12254597513653e-09	PRRT2/APBA1/MICAL1/MICAL3/SYT2/SCRIB/RAPGEF4/CORO1A/EXOC7/SYT5/VPS11/PREPL/SYT11/RAB3D/SCFD2/SEPTIN5/RAB12/SNAP25/UNC13A/RIMS1/SYT1/RIMS3/SYP/RAB8B/SYN2/RAB3C/RAP1B/STXBP1/CADPS/NR4A3/SYN1/SYT13/SV2A/SNX4/ITGB2/SYT7/ADCY1/VSNL1/ARL8B/RAB3B/SCAMP1	41	Full_Network
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	32/723	172/16462	3.32254347499752e-12	5.76793547259569e-09	5.12254597513653e-09	PRRT2/APBA1/TH/BSN/SYT2/SCRIB/RAPGEF4/CLCN3/SYT5/PREPL/SEPTIN5/SNAP91/CYFIP1/SNAP25/UNC13A/RIMS1/SYT1/RIMS3/SYP/SYN2/DNM1/RAP1B/STXBP1/DNAJC6/CADPS/SYN1/SV2A/DNM3/SYT7/ADCY1/SLC17A6/RAB3B	32	Full_Network
GOBP_REGULATED_EXOCYTOSIS	GOBP_REGULATED_EXOCYTOSIS	31/723	170/16462	1.25138553223253e-11	1.62930396296675e-08	1.4469968496394e-08	PRRT2/APBA1/MICAL1/SYT2/SCRIB/RAPGEF4/CORO1A/SYT5/PREPL/SYT11/RAB3D/SEPTIN5/SNAP25/UNC13A/RIMS1/SYT1/RIMS3/SYP/SYN2/RAP1B/STXBP1/CADPS/NR4A3/SYN1/SYT13/SV2A/SNX4/ITGB2/SYT7/ADCY1/ARL8B	31	Full_Network
GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT	30/723	166/16462	3.39634448471097e-11	3.53763241527495e-08	3.14179740333053e-08	PRRT2/APBA1/TH/SYT2/SCRIB/SNCAIP/SYT5/PREPL/SYT11/PDZD11/SEPTIN5/SNAP25/UNC13A/RIMS1/SYT1/RIMS3/SYP/SLC1A1/SYN2/RAP1B/STXBP1/CADPS/SLC1A2/SYN1/NRXN2/SV2A/SYT7/ADCY1/SLC17A6/RAB3B	30	Full_Network
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	30/723	169/16462	5.407328513834e-11	4.69356115000792e-08	4.16838622627835e-08	PRRT2/APBA1/TH/SYT2/SCRIB/SNCAIP/SYT5/PREPL/SYT11/PDZD11/SEPTIN5/SNAP25/UNC13A/RIMS1/SYT1/PDE1B/RIMS3/SYP/SYN2/RAP1B/STXBP1/CADPS/SLC1A2/SYN1/NRXN2/SV2A/SYT7/ADCY1/ALDH5A1/RAB3B	30	Full_Network
GOMF_GTPASE_ACTIVITY	GOMF_GTPASE_ACTIVITY	38/723	263/16462	9.18650903225093e-11	6.83476271999469e-08	6.07000311093392e-08	RASL10A/ARL16/REM2/RHOB/RRAGA/ARL2/SEPTIN8/RAC1/RAB6A/OPA1/SEPTIN3/SEPTIN11/RAB6B/ARL1/RGS10/RGS6/ARF5/RAB3D/SEPTIN5/RAB12/NKIRAS2/TUBB1/RAB39B/RAB8B/DNM1/RAB3C/RAP1B/GNB5/RAP1GAP/MRAS/RRAGC/DRG2/RAB18/RAB9B/RHEBL1/DNM3/ARL8B/RAB3B	38	Full_Network
GOBP_NEUROTRANSMITTER_SECRETION	GOBP_NEUROTRANSMITTER_SECRETION	25/723	126/16462	1.88231092953126e-10	1.22538441512485e-07	1.08827292425794e-07	PRRT2/APBA1/SYT2/SCRIB/SNCAIP/SYT5/PREPL/SYT11/PDZD11/SEPTIN5/SNAP25/UNC13A/RIMS1/SYT1/RIMS3/SYP/SYN2/RAP1B/STXBP1/CADPS/SYN1/NRXN2/SV2A/SYT7/ADCY1	25	Full_Network
GOCC_PRESYNAPTIC_MEMBRANE	GOCC_PRESYNAPTIC_MEMBRANE	24/723	121/16462	4.37987244987178e-10	2.53448619099247e-07	2.25089585318557e-07	PRRT2/APBA1/SCRIB/CNTN1/CNTNAP1/SNCAIP/PDE2A/SYT11/IGSF21/SNAP91/GPM6A/SNAP25/UNC13A/RIMS1/SYT1/RIMS3/SYP/DNM1/STXBP1/NCSTN/KCTD12/SLC1A2/ERC1/SYT7	24	Full_Network
GOBP_REGULATION_OF_RNA_SPLICING	GOBP_REGULATION_OF_RNA_SPLICING	25/723	142/16462	2.6095878453117e-09	1.33057338874255e-06	1.1816920264643e-06	SRSF1/MBNL2/MBNL1/NOVA1/RBMX/CELF5/TIA1/RBFOX1/MYOD1/SRSF10/CELF4/CELF1/RBFOX2/HABP4/SRSF2/HNRNPA1/GRSF1/NCL/RBM38/HNRNPH3/HNRNPH1/HNRNPH2/NOVA2/CIRBP/SRPK1	25	Full_Network
GOMF_MRNA_BINDING	GOMF_MRNA_BINDING	37/723	283/16462	2.81035085947927e-09	1.33057338874255e-06	1.1816920264643e-06	RBPMS2/SRSF1/NOVA1/ELAVL2/RBMX/HNRNPAB/CELF5/PIWIL1/TIA1/RBFOX1/LIN28A/CELF4/CELF1/RBFOX2/POLDIP3/TEX13B/HNRNPC/ELAVL3/TARDBP/KHSRP/SHMT2/ADARB1/TIAL1/ZCCHC13/GRSF1/LARP4/XPO5/NCL/RBM38/ELAVL4/NOVA2/CIRBP/LSM14A/NYNRIN/CHTOP/PCBP3/ZC3H11A	37	Full_Network
GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS	GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS	20/723	94/16462	3.4673882130208e-09	1.50484648445103e-06	1.33646524631697e-06	PRRT2/APBA1/SYT2/SCRIB/SYT5/PREPL/SEPTIN5/SNAP25/UNC13A/RIMS1/SYT1/RIMS3/SYP/RAP1B/STXBP1/CADPS/SYN1/SV2A/SYT7/ADCY1	20	Full_Network
GOBP_REGULATION_OF_EXOCYTOSIS	GOBP_REGULATION_OF_EXOCYTOSIS	26/723	156/16462	4.2125239889242e-09	1.6876019180244e-06	1.49877169290145e-06	APBA1/MICAL1/SYT2/RAPGEF4/SYT5/PREPL/SYT11/RAB3D/SEPTIN5/RAB12/SYT1/RIMS3/SYP/RAB8B/RAB3C/RAP1B/STXBP1/CADPS/SYN1/SYT13/SNX4/ITGB2/SYT7/ADCY1/VSNL1/RAB3B	26	Full_Network
GOBP_EXOCYTIC_PROCESS	GOBP_EXOCYTIC_PROCESS	16/723	61/16462	5.18506758237933e-09	1.92884514064511e-06	1.71302157571239e-06	PRRT2/SCRIB/VPS11/RAB3D/SCFD2/SEPTIN5/RAB12/SNAP25/UNC13A/SYT1/RAB8B/RAB3C/STXBP1/SV2A/SNX4/RAB3B	16	Full_Network
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	15/723	55/16462	8.72402156986537e-09	3.02898028905726e-06	2.69005970371849e-06	SYT2/RAPGEF4/SYT5/SYT11/UNC13A/RIMS1/SYT1/RIMS3/SYN2/RAP1B/STXBP1/CADPS/SYT13/SYT7/ARL8B	15	Full_Network
GOCC_SYNAPTIC_VESICLE_MEMBRANE	GOCC_SYNAPTIC_VESICLE_MEMBRANE	18/723	89/16462	4.84867103695787e-08	1.44274381968348e-05	1.28131141233916e-05	PRRT2/BSN/SYT2/SEPTIN8/STX12/SYT5/UNC13A/SYT1/SYP/SYN2/RAB3C/SYN1/SEMA4C/SV2A/SYT7/SLC17A6/RAB3B/SCAMP1	18	Full_Network
GOCC_DISTAL_AXON	GOCC_DISTAL_AXON	31/723	236/16462	4.89318596993355e-08	1.44274381968348e-05	1.28131141233916e-05	ABITRAM/PRRT2/PRNP/OTX2/TH/MICAL1/EXOC7/CLCN3/CTNND1/SRSF10/PTPRO/CXADR/CYTH2/CRMP1/DPYSL3/CYFIP1/GPM6A/SNAP25/UNC13A/TRPV2/MYO5A/SYP/SLC1A1/DCTN2/ATCAY/SLC8A1/APBB1/ELAVL4/ABI1/STMN2/ITGA3	31	Full_Network
GOCC_SECRETORY_GRANULE_MEMBRANE	GOCC_SECRETORY_GRANULE_MEMBRANE	27/723	187/16462	4.9864417730996e-08	1.44274381968348e-05	1.28131141233916e-05	CYB5R1/SYT2/RAC1/RAB6A/APLP2/SYT5/RAB3D/SLC2A3/ATP8A1/SNAP25/SYT1/AP2A2/CPE/ATP6V0A1/RAP1B/TMEM30A/ABCA3/NCSTN/CADPS/KIF1A/RAB18/RAB9B/ITGB2/CPNE3/SLC44A2/SIRPB1/SCAMP1	27	Full_Network
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	16/723	73/16462	8.23337751523961e-08	2.16649347448672e-05	1.92407881132158e-05	SRSF1/MBNL2/MBNL1/NOVA1/RBMX/CELF5/TIA1/RBFOX1/MYOD1/CELF4/CELF1/RBFOX2/RBMY1J/SRSF2/HNRNPA1/NOVA2	16	Full_Network
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	19/723	102/16462	8.31986741354349e-08	2.16649347448672e-05	1.92407881132158e-05	APBA1/MICAL1/SYT2/SYT5/PREPL/SYT11/RAB3D/SEPTIN5/SYT1/RIMS3/SYP/RAP1B/STXBP1/SYN1/SYT13/SNX4/ITGB2/SYT7/ADCY1	19	Full_Network
GOCC_PRESYNAPTIC_ACTIVE_ZONE	GOCC_PRESYNAPTIC_ACTIVE_ZONE	15/723	65/16462	1.00938881587412e-07	2.50328426336781e-05	2.22318519145407e-05	APBA1/BSN/CTNND1/CNTNAP1/SYT11/GPM6A/CTBP1/UNC13A/RIMS1/RIMS3/SYP/STXBP1/SYN1/ERC1/SV2A	15	Full_Network
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	8/723	16/16462	1.25327288823552e-07	2.96683872815026e-05	2.63487132579275e-05	SYT2/SYT5/UNC13A/RIMS1/SYT1/RIMS3/STXBP1/SYT7	8	Full_Network
GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	14/723	58/16462	1.47413030973399e-07	3.33794376221505e-05	2.96445243980373e-05	MBNL2/MBNL1/NOVA1/RBMX/CELF5/TIA1/RBFOX1/MYOD1/CELF4/CELF1/RBFOX2/SRSF2/HNRNPA1/NOVA2	14	Full_Network
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	18/723	98/16462	2.27070851846909e-07	4.92743748507792e-05	4.37609352199701e-05	MBNL2/MBNL1/NOVA1/RBMX/CELF5/TIA1/RBFOX1/MYOD1/SRSF10/CELF4/CELF1/RBFOX2/SRSF2/HNRNPA1/NCL/NOVA2/CIRBP/SRPK1	18	Full_Network
GOMF_GTPASE_BINDING	GOMF_GTPASE_BINDING	31/723	265/16462	6.71761583668845e-07	0.000139941373109894	0.000124282964153301	PDE6D/MICAL1/MICAL3/GDI1/RAPGEF4/CORO1C/PKN1/CYFIP2/TBC1D21/FMNL1/CYFIP1/WASF1/XPO7/RIMS1/MYO5A/RIMS3/RANBP1/RABGGTB/IPO13/RAP1GAP/CDC42EP4/KIF3A/RRAGC/XPO5/RCC1/ERC1/RABGGTA/NCKAP1/MYO1C/AFDN/ABI2	31	Full_Network
GOBP_REGULATION_OF_MRNA_PROCESSING	GOBP_REGULATION_OF_MRNA_PROCESSING	20/723	132/16462	1.24154688032002e-06	0.000235155018868216	0.000208842904217589	MBNL2/MBNL1/SNRPA/NOVA1/RBMX/CELF5/TIA1/RBFOX1/MYOD1/SRSF10/CELF4/IWS1/CELF1/RBFOX2/SRSF2/HNRNPA1/NCL/NOVA2/CIRBP/SRPK1	20	Full_Network
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	10/723	34/16462	1.26128582081873e-06	0.000235155018868216	0.000208842904217589	VPS11/RAB3D/SCFD2/RAB12/SNAP25/UNC13A/RAB8B/RAB3C/STXBP1/RAB3B	10	Full_Network
GOCC_SCAR_COMPLEX	GOCC_SCAR_COMPLEX	6/723	10/16462	1.26903352368351e-06	0.000235155018868216	0.000208842904217589	CYFIP2/CYFIP1/WASF1/NCKAP1/ABI1/ABI2	6	Full_Network
GOCC_CELL_CORTEX	GOCC_CELL_CORTEX	29/723	246/16462	1.30942694838292e-06	0.000235155018868216	0.000208842904217589	RAI14/BSN/MICAL3/RHOB/SEPTIN8/RAC1/CORO1A/EXOC7/CTNND1/SEPTIN3/SEPTIN11/CORO1C/DCTN1/CAPN2/SEPTIN5/FMNL1/CTBP1/UNC13A/RIMS1/RIMS3/CSNK1G2/ACTR1A/RIC8B/DCTN4/TRAF2/MYO6/ERC1/NCL/CTSZ	29	Full_Network
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	7/723	15/16462	1.44695824620033e-06	0.000251191951540377	0.000223085422238746	BSN/CTNND1/CTBP1/UNC13A/RIMS1/RIMS3/ERC1	7	Full_Network
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	22/723	159/16462	1.78527883723971e-06	0.000299926844656272	0.000266367239756581	PRNP/GDI1/SEMA3G/PTPN9/INPP5F/PTPRO/KLK8/CRMP1/DPYSL3/SEMA5B/MAP4/KANK1/ITM2C/SPOCK1/RAP1GAP/SEMA4C/DNM3/SLIT1/STMN2/SEMA6D/ITGA3/SEMA4A	22	Full_Network
GOBP_VESICLE_DOCKING	GOBP_VESICLE_DOCKING	12/723	52/16462	1.92340673426498e-06	0.000313034446001626	0.000278008197051327	STX12/VPS11/RAB3D/SCFD2/RAB12/SNAP25/UNC13A/SYT1/RAB8B/RAB3C/STXBP1/RAB3B	12	Full_Network
GOCC_TRANSPORT_VESICLE_MEMBRANE	GOCC_TRANSPORT_VESICLE_MEMBRANE	22/723	162/16462	2.45046621712915e-06	0.0003867281229942	0.000343456094356155	PRRT2/SEC31B/BSN/SYT2/SEPTIN8/STX12/SYT5/SEC23IP/UNC13A/SYT1/CPE/SYP/SYN2/RAB3C/TMEM30A/SYN1/SEMA4C/SV2A/SYT7/SLC17A6/RAB3B/SCAMP1	22	Full_Network
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	18/723	119/16462	4.29745603237777e-06	0.000658269147547749	0.00058461367821263	GDI1/SEMA3G/PTPN9/INPP5F/PTPRO/KLK8/CRMP1/DPYSL3/SEMA5B/KANK1/ITM2C/SPOCK1/SEMA4C/DNM3/SLIT1/STMN2/SEMA6D/SEMA4A	18	Full_Network
GOCC_RIBONUCLEOPROTEIN_GRANULE	GOCC_RIBONUCLEOPROTEIN_GRANULE	26/723	221/16462	4.76397938317531e-06	0.000694304244126696	0.000616616712889623	MBNL1/CNOT2/HNRNPAB/PIWIL1/LSM6/TIA1/RBFOX1/RAC1/LIN28A/CNOT3/SNCAIP/PRKAA2/CELF1/POLDIP3/HABP4/TARDBP/SERPINB1/TIAL1/GRSF1/LARP4/NCL/RPTOR/CIRBP/LSM14A/NYNRIN/CHTOP	26	Full_Network
GOMF_SINGLE_STRANDED_RNA_BINDING	GOMF_SINGLE_STRANDED_RNA_BINDING	14/723	76/16462	4.79933809304167e-06	0.000694304244126696	0.000616616712889623	PIWIL1/TIA1/ADARB2/STRBP/HNRNPC/ZCCHC13/HNRNPA1/CBX8/LARP4/EIF4B/HNRNPH1/ELAVL4/LSM14A/IFIH1	14	Full_Network
GOCC_NEURON_PROJECTION_TERMINUS	GOCC_NEURON_PROJECTION_TERMINUS	16/723	98/16462	5.31546281062252e-06	0.000748187305884381	0.000664470656895459	PRRT2/PRNP/TH/MICAL1/BSN/PTPN9/CLCN3/SRSF10/BAIAP2/CYFIP1/UNC13A/SYT1/SYP/SLC1A1/SLC1A2/SLC8A1	16	Full_Network
